"","YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
"19921",2011,"NV","Nevada","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"19927",2020,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",656,"Race/Ethnicity","White, non-Hispanic"
"19928",2016,"MO","Missouri","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"19931",2019,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"19933",2019,"IN","Indiana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"19934",2012,"NC","North Carolina","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",82,"Race/Ethnicity","White, non-Hispanic"
"19937",2016,"ME","Maine","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"19940",2011,"OH","Ohio","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"19942",2012,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"19943",2018,"US","United States","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",5329,"Overall","Overall"
"19946",2010,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"19947",2015,"VA","Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"19954",2013,"AR","Arkansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"19955",2012,"PA","Pennsylvania","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",111,"Race/Ethnicity","White, non-Hispanic"
"19961",2018,"MT","Montana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"19962",2019,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",324,"Gender","Male"
"19964",2018,"MO","Missouri","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",2126,"Gender","Female"
"19969",2017,"VA","Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2308,"Gender","Female"
"19971",2012,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"19977",2016,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"19983",2014,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"19984",2011,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",718,"Race/Ethnicity","White, non-Hispanic"
"19986",2018,"AZ","Arizona","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",96191,"Race/Ethnicity","White, non-Hispanic"
"19991",2019,"NM","New Mexico","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20004",2010,"IA","Iowa","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20007",2020,"CA","California","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",378,"Gender","Female"
"20009",2012,"SC","South Carolina","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",48,"Race/Ethnicity","White, non-Hispanic"
"20010",2016,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20011",2015,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",80,"Gender","Female"
"20014",2018,"VA","Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20015",2012,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20016",2018,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20031",2016,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",225,"Race/Ethnicity","Hispanic"
"20032",2016,"IA","Iowa","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20038",2013,"ME","Maine","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20041",2018,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20042",2012,"UT","Utah","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20045",2013,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20048",2015,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20049",2019,"TX","Texas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",85,"Race/Ethnicity","Black, non-Hispanic"
"20050",2020,"CT","Connecticut","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",49,"Gender","Male"
"20058",2012,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",115,"Gender","Male"
"20059",2012,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",84,"Race/Ethnicity","White, non-Hispanic"
"20060",2018,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",378,"Race/Ethnicity","Black, non-Hispanic"
"20062",2011,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20063",2014,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",742,"Race/Ethnicity","White, non-Hispanic"
"20064",2018,"IL","Illinois","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",3786,"Gender","Female"
"20065",2016,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20067",2018,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",2672,"Gender","Female"
"20072",2015,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20074",2016,"NY","New York","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",29,"Race/Ethnicity","Hispanic"
"20080",2010,"DC","District of Columbia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20082",2011,"VA","Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3407,"Race/Ethnicity","White, non-Hispanic"
"20093",2012,"IL","Illinois","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20097",2018,"IN","Indiana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",3091,"Gender","Female"
"20101",2019,"NH","New Hampshire","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20102",2012,"MT","Montana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20103",2017,"NE","Nebraska","Diabetes","Amputation of a lower extremity attributable to diabetes","Number",396,"Gender","Female"
"20112",2013,"MA","Massachusetts","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",23,"Gender","Male"
"20113",2015,"OR","Oregon","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20116",2014,"KS","Kansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",24,"Overall","Overall"
"20119",2018,"NE","Nebraska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",922,"Gender","Female"
"20120",2011,"NM","New Mexico","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20121",2012,"MI","Michigan","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20122",2019,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20123",2011,"OR","Oregon","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20127",2010,"FL","Florida","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number",861,"Race/Ethnicity","American Indian or Alaska Native"
"20128",2018,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20129",2010,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4999,"Overall","Overall"
"20133",2010,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20134",2019,"GA","Georgia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20137",2013,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20139",2012,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",333,"Overall","Overall"
"20140",2017,"OK","Oklahoma","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20144",2015,"ME","Maine","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20150",2016,"NH","New Hampshire","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20154",2012,"ME","Maine","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20155",2018,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",674,"Gender","Female"
"20157",2018,"WV","West Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",95,"Race/Ethnicity","Black, non-Hispanic"
"20160",2010,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4381,"Overall","Overall"
"20162",2014,"NV","Nevada","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",30,"Gender","Male"
"20166",2014,"GA","Georgia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",120,"Overall","Overall"
"20167",2012,"WV","West Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2365,"Overall","Overall"
"20169",2011,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4074,"Race/Ethnicity","White, non-Hispanic"
"20170",2014,"NE","Nebraska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",20,"Race/Ethnicity","White, non-Hispanic"
"20173",2020,"DC","District of Columbia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20174",2011,"AK","Alaska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20175",2010,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20176",2010,"AR","Arkansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",28,"Overall","Overall"
"20179",2017,"NM","New Mexico","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",24,"Gender","Male"
"20180",2018,"OH","Ohio","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",142,"Race/Ethnicity","Hispanic"
"20183",2019,"IL","Illinois","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20185",2010,"NE","Nebraska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20188",2016,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20192",2012,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20193",2019,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3619,"Gender","Male"
"20204",2012,"SC","South Carolina","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",23,"Race/Ethnicity","Black, non-Hispanic"
"20208",2018,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",55,"Race/Ethnicity","Hispanic"
"20209",2017,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20210",2019,"MT","Montana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"20215",2016,"GA","Georgia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20222",2019,"IA","Iowa","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20223",2020,"AL","Alabama","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",83,"Gender","Female"
"20226",2011,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",52,"Gender","Male"
"20230",2017,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",357,"Gender","Female"
"20234",2010,"PA","Pennsylvania","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20236",2019,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",392,"Race/Ethnicity","Black, non-Hispanic"
"20237",2012,"IN","Indiana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",37,"Gender","Male"
"20240",2010,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20248",2016,"UT","Utah","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20249",2015,"MT","Montana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20252",2017,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2723,"Gender","Female"
"20253",2019,"WV","West Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1466,"Gender","Male"
"20256",2017,"GA","Georgia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20261",2012,"NV","Nevada","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20270",2013,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",113,"Race/Ethnicity","White, non-Hispanic"
"20273",2019,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20276",2019,"AL","Alabama","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",52,"Gender","Female"
"20277",2013,"SC","South Carolina","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",90,"Overall","Overall"
"20282",2017,"NM","New Mexico","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20285",2017,"DC","District of Columbia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20287",2017,"MO","Missouri","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",88,"Overall","Overall"
"20290",2011,"KS","Kansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20294",2011,"VA","Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",50,"Race/Ethnicity","White, non-Hispanic"
"20296",2020,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20297",2019,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",309,"Race/Ethnicity","Black, non-Hispanic"
"20307",2015,"UT","Utah","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
"20308",2014,"OR","Oregon","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20309",2014,"ME","Maine","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20315",2010,"NY","New York","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",171,"Overall","Overall"
"20318",2018,"AL","Alabama","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",2153,"Race/Ethnicity","White, non-Hispanic"
"20326",2010,"VT","Vermont","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20327",2012,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",36,"Race/Ethnicity","Black, non-Hispanic"
"20329",2010,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20336",2012,"MA","Massachusetts","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20338",2014,"RI","Rhode Island","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",20,"Overall","Overall"
"20340",2013,"MD","Maryland","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20343",2014,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20344",2013,"CA","California","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",372,"Overall","Overall"
"20345",2014,"AR","Arkansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",20,"Gender","Female"
"20347",2016,"MA","Massachusetts","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20349",2010,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",183,"Overall","Overall"
"20351",2019,"NV","Nevada","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20353",2014,"AR","Arkansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20359",2012,"DE","Delaware","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20363",2014,"MN","Minnesota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",61,"Overall","Overall"
"20365",2013,"MA","Massachusetts","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20366",2013,"VA","Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2411,"Gender","Male"
"20367",2012,"MD","Maryland","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20368",2019,"KY","Kentucky","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",83,"Gender","Female"
"20370",2020,"MN","Minnesota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20371",2013,"DC","District of Columbia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20372",2017,"DE","Delaware","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20376",2017,"MN","Minnesota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",96,"Overall","Overall"
"20379",2017,"IA","Iowa","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",30,"Gender","Male"
"20382",2019,"ND","North Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"20387",2010,"GA","Georgia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20390",2011,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",49,"Gender","Female"
"20392",2010,"OK","Oklahoma","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",25,"Overall","Overall"
"20398",2019,"VA","Virginia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",51,"Gender","Male"
"20403",2017,"NY","New York","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20405",2018,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",2754,"Race/Ethnicity","Black, non-Hispanic"
"20406",2017,"FL","Florida","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20414",2010,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",26,"Race/Ethnicity","Asian or Pacific Islander"
"20417",2020,"CT","Connecticut","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",79,"Overall","Overall"
"20424",2019,"NY","New York","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20426",2020,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20434",2019,"DE","Delaware","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20435",2012,"NM","New Mexico","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20436",2018,"VA","Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1462,"Race/Ethnicity","Black, non-Hispanic"
"20441",2019,"CA","California","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",60,"Race/Ethnicity","Asian or Pacific Islander"
"20442",2014,"OR","Oregon","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",39,"Race/Ethnicity","White, non-Hispanic"
"20444",2018,"AK","Alaska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",104,"Gender","Female"
"20446",2015,"DC","District of Columbia","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20448",2013,"MN","Minnesota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20453",2012,"IA","Iowa","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"20457",2019,"CT","Connecticut","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20458",2017,"TN","Tennessee","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",44,"Gender","Female"
"20469",2014,"HI","Hawaii","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Overall","Overall"
"20470",2015,"MS","Mississippi","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",47,"Overall","Overall"
"20473",2020,"PA","Pennsylvania","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",21,"Race/Ethnicity","Hispanic"
"20475",2019,"NC","North Carolina","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20478",2011,"WA","Washington","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4857,"Race/Ethnicity","White, non-Hispanic"
"20485",2019,"MI","Michigan","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"20487",2011,"KS","Kansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"20491",2019,"UT","Utah","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"20495",2019,"WV","West Virginia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",110,"Race/Ethnicity","Black, non-Hispanic"
"20496",2017,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",249,"Gender","Male"
"20503",2010,"UT","Utah","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Race/Ethnicity","White, non-Hispanic"
"20504",2013,"WY","Wyoming","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",185,"Gender","Male"
"20505",2013,"NM","New Mexico","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",37,"Overall","Overall"
"20506",2013,"NJ","New Jersey","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",38,"Gender","Male"
"20507",2020,"MT","Montana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Male"
"20509",2014,"ID","Idaho","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",21,"Overall","Overall"
"20510",2017,"KS","Kansas","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",53,"Overall","Overall"
"20517",2017,"WI","Wisconsin","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2469,"Gender","Female"
"20518",2015,"SD","South Dakota","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Number",NA,"Gender","Female"
